Site,Date,DOY,Sunset time,Time,After sunset (min),SQM (mags/arcsec2),Temperature (°C),Wet Bulb Temp (°C),Relative Humidity (%),Barometric Pressure (mb),Altitude (m),Station Pressure (mb),Heat Index (°C),Dew Point (°C),Humidity Ratio (g/kg),Density Altitude (m),Relative Air Density (%),Air Flow (m3/m),Air Speed (km/h),Evaporation Rate (kg/m²/h),Wind Chill (°C),Delta T (°C),Air Density (kg/m3),Notes
W1-3,June 27,177,8:25 PM,10:25 PM,120,17.37,19.8,14.5,57,1019.8,-55,1019.8,18.8,11,8.11,153,98.5,2,1.5,0.11,19.7,5.2,1.207,
W2-1,June 27,177,8:25 PM,8:35 PM,10,8.83,20.6,16.4,66.1,1010.5,-36,1017.6,20.4,14,9.93,215,97.9,2,1.5,0.08,20.5,4.2,1.199,
W2-1,June 27,177,8:25 PM,8:50 PM,25,10.87,20,15.9,65.9,1010.5,-36,1017.6,19.5,13.4,9.54,193,98.1,0,0,0.06,19.9,4.1,1.202,
W2-1,June 27,177,8:25 PM,9:05 PM,40,13.36,20.3,15.9,64,1011.2,-40,1018.2,20,13.3,9.47,199,98.1,0,0,0.06,20.3,4.4,1.201,
W2-1,June 27,177,8:25 PM,9:20 PM,55,15.93,20,15.4,62.5,1010.7,-36,1017.7,19.5,12.6,9.07,191,98.1,0,0,0.06,20,4.6,1.202,
W2-1,June 27,177,8:25 PM,9:35 PM,70,17.79,20.6,15.8,61.3,1010.7,-36,1017.7,20.3,12.9,9.23,212,97.9,0,0,0.06,20.6,4.8,1.2,
W2-1,June 27,177,8:25 PM,9:50 PM,85,18.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-1,June 27,177,8:25 PM,10:05 PM,100,18.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-1,June 27,177,8:25 PM,10:20 PM,115,18.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-1,June 27,177,8:25 PM,10:35 PM,130,18.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-2,June 27,177,8:25 PM,8:30 PM,5,10.34,20.9,16.5,64,1010.5,-35,1017.6,20.8,13.9,9.85,228,97.8,0,0,0.05,20.9,4.4,1.198,
W2-2,June 27,177,8:25 PM,8:45 PM,20,12.41,20.3,16.1,65,1010.5,-34,1017.5,19.9,13.5,9.59,204,98,0,0,0.06,20.2,4.2,1.201,
W2-2,June 27,177,8:25 PM,9:00 PM,35,15.01,20.3,16.3,66.8,1010.5,-34,1017.5,20,13.9,9.88,207,98,0,0,0.05,20.2,4,1.2,
W2-2,June 27,177,8:25 PM,9:15 PM,50,17.62,20.2,16.2,66.6,1010.5,-35,1017.5,19.8,13.8,9.78,203,98,0,0,0.06,20.1,4,1.201,
W2-2,June 27,177,8:25 PM,9:30 PM,65,18.74,20.5,15.6,60.1,1010.5,-34,1017.5,20.1,12.5,9,210,98,0,0,0.07,20.5,4.9,1.2,
W2-2,June 27,177,8:25 PM,9:45 PM,80,18.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-2,June 27,177,8:25 PM,10:00 PM,95,19.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-2,June 27,177,8:25 PM,10:15 PM,110,18.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-2,June 27,177,8:25 PM,10:30 PM,125,18.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-3,June 27,177,8:25 PM,8:25 PM,0,11.83,20.2,16.3,66.7,1010.2,-32,1017.2,20,13.8,9.83,209,98,0,0,0.05,20.2,4,1.2,
W2-3,June 27,177,8:25 PM,8:40 PM,15,14.19,20.2,16,65,1010.5,-35,1017.5,19.9,13.4,9.56,202,98,2,1.7,0.09,20.2,4.2,1.201,
W2-3,June 27,177,8:25 PM,8:55 PM,30,16.63,20.4,16.3,65.8,1010.5,-35,1017.6,20,13.8,9.77,208,98,0,0,0.06,20.3,4.1,1.2,
W2-3,June 27,177,8:25 PM,9:10 PM,45,18.17,20,15.6,63.5,1010.4,-34,1017.4,19.4,12.8,9.2,193,98.1,0,0,0.06,19.9,4.4,1.202,
W2-3,June 27,177,8:25 PM,9:25 PM,60,18.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-3,June 27,177,8:25 PM,9:40 PM,75,18.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-3,June 27,177,8:25 PM,9:55 PM,90,18.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-3,June 27,177,8:25 PM,10:10 PM,105,18.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W2-3,June 27,177,8:25 PM,10:25 PM,120,18.91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-1,June 27,177,8:25 PM,8:35 PM,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-1,June 27,177,8:25 PM,8:50 PM,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-1,June 27,177,8:25 PM,9:05 PM,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-1,June 27,177,8:25 PM,9:20 PM,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-1,June 27,177,8:25 PM,9:35 PM,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-1,June 27,177,8:25 PM,9:50 PM,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-1,June 27,177,8:25 PM,10:05 PM,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-1,June 27,177,8:25 PM,10:20 PM,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-1,June 27,177,8:25 PM,10:35 PM,130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-2,June 27,177,8:25 PM,8:30 PM,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-2,June 27,177,8:25 PM,8:45 PM,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-2,June 27,177,8:25 PM,9:00 PM,35,13.88,21.4,18.7,77.5,1019.3,-51,1019.3,21.9,17.3,12.31,243,97.6,2,1.6,0.03,21.4,2.7,1.196,
W3-2,June 27,177,8:25 PM,9:15 PM,50,16.41,21.7,17.2,64.1,1019.5,-54,1019.5,21.9,14.6,10.34,240,97.7,0,0,0.05,21.7,4.5,1.197,
W3-2,June 27,177,8:25 PM,9:30 PM,65,18.02,21.1,16.3,61.7,1019.2,-51,1019.2,20.8,13.4,9.56,216,97.9,2,1.5,0.08,21,4.8,1.199,
W3-2,June 27,177,8:25 PM,9:45 PM,80,18.1,20.3,15.5,60.6,1019.5,-54,1019.5,19.9,12.5,8.95,183,98.2,1,1.1,0.09,20.3,4.8,1.203,
W3-2,June 27,177,8:25 PM,10:00 PM,95,18.15,20.3,15.8,63.1,1019.7,-55,1019.7,20,13.1,9.33,183,98.2,0,0,0.06,20.3,4.5,1.203,
W3-2,June 27,177,8:25 PM,10:15 PM,110,18.34,20.3,16.1,65.1,1019.7,-55,1019.7,20,13.5,9.61,183,98.2,0,0,0.06,20.3,4.2,1.203,
W3-2,June 27,177,8:25 PM,10:30 PM,125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-3,June 27,177,8:25 PM,8:25 PM,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-3,June 27,177,8:25 PM,8:40 PM,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W3-3,June 27,177,8:25 PM,8:55 PM,30,13.31,21.3,21,97.6,1019.3,-51,1019.3,22.4,20.9,15.47,259,97.5,3,2.4,0,21.3,0.3,1.194,
W3-3,June 27,177,8:25 PM,9:10 PM,45,16.58,23,23,100,1019.1,-51,1019.1,24.9,23,17.68,335,96.8,0,0,0,23,0,1.186,
W3-3,June 27,177,8:25 PM,9:25 PM,60,18.14,21.2,17.4,68.8,1019.2,-51,1019.2,21.3,15.3,10.78,229,97.8,0,0,0.04,21.2,3.9,1.198,
W3-3,June 27,177,8:25 PM,9:40 PM,75,18.22,20.2,15.3,60.5,1019.4,-52,1019.4,19.7,12.3,8.87,179,98.2,0,0,0.07,20.2,4.9,1.204,
W3-3,June 27,177,8:25 PM,9:55 PM,90,19.01,20.3,15.5,60.4,1019.9,-57,1019.9,19.7,12.4,8.89,176,98.3,0,0,0.07,20.2,4.8,1.204,
W3-3,June 27,177,8:25 PM,10:10 PM,105,18.75,20.1,15.7,63,1019.5,-53,1019.5,19.7,12.9,9.12,178,98.3,0,0,0.06,20.1,4.5,1.204,
W3-3,June 27,177,8:25 PM,10:25 PM,120,18.54,19.7,14.7,58.7,1019.4,-53,1019.4,18.9,11.4,8.34,159,98.4,0,0,0.07,19.7,5,1.206,
Z1-1,June 30,180,8:24 PM,8:34 PM,10,,26,22.1,71.7,1010.5,20,1010.5,27.7,20.5,15.2,511,95.1,0,0,0,26,3.9,1.165,
Z1-1,June 30,180,8:24 PM,8:49 PM,25,,25.4,22.1,75.3,1010.6,19,1010.6,26.8,20.7,15.38,488,95.3,0,0,0,25.3,3.3,1.168,
Z1-1,June 30,180,8:24 PM,9:04 PM,40,,24.4,21.9,80.5,1010.6,19,1010.6,25.7,20.8,15.53,457,95.6,0,0,0,24.4,2.5,1.172,
Z1-1,June 30,180,8:24 PM,9:19 PM,55,,24.4,21.8,79.8,1010.9,17,1010.9,25.6,20.7,15.39,453,95.7,1,1.2,0,24.4,2.6,1.172,
Z1-1,June 30,180,8:24 PM,9:34 PM,70,,23.9,21.6,81.7,1010.9,17,1010.9,25.1,20.6,15.33,436,95.8,0,0,0,23.9,2.4,1.174,
Z1-1,June 30,180,8:24 PM,9:49 PM,85,,24,21.7,81.6,1011,17,1011,25.2,20.7,15.37,437,95.8,1,1.2,0,24,2.3,1.174,
Z1-1,June 30,180,8:24 PM,10:04 PM,100,,24,22.6,88.8,1010.9,18,1010.9,25.7,22.1,16.79,448,95.7,0,0,0,24,1.4,1.173,
Z1-1,June 30,180,8:24 PM,10:19 PM,115,,24.3,21.7,80,1010.9,17,1010.9,25.4,20.6,15.31,448,95.7,0,0,0,24.2,2.6,1.173,
Z1-1,June 30,180,8:24 PM,10:34 PM,130,,24.1,21.8,81.5,1010.9,18,1010.9,25.3,20.8,15.45,442,95.8,2,1.4,0,24.1,2.3,1.173,
Z1-2,June 30,180,8:24 PM,8:29 PM,5,,25.7,22,72.5,1010.5,20,1010.5,27.3,20.4,15.12,499,95.2,0,0,0,25.7,3.7,1.167,
Z1-2,June 30,180,8:24 PM,8:44 PM,20,,25.1,21.5,73.1,1010.5,20,1010.5,26.2,19.9,14.69,476,95.5,0,0,0,25.1,3.6,1.169,
Z1-2,June 30,180,8:24 PM,8:59 PM,35,,25.1,22.5,79.9,1010.6,20,1010.6,26.8,21.4,16.12,485,95.4,0,0,0,25.1,2.6,1.168,
Z1-2,June 30,180,8:24 PM,9:14 PM,50,,24.3,21.6,79.2,1010.8,18,1010.8,25.3,20.4,15.12,446,95.7,0,0,0,24.2,2.7,1.173,
Z1-2,June 30,180,8:24 PM,9:29 PM,65,,24.2,21.7,80.2,1011,17,1011,25.2,20.6,15.27,442,95.8,0,0,0,24.1,2.5,1.173,
Z1-2,June 30,180,8:24 PM,9:44 PM,80,,24.3,22,82.2,1011,17,1011,25.5,21,15.72,448,95.7,2,1.3,0,24.2,2.3,1.173,
Z1-2,June 30,180,8:24 PM,9:59 PM,95,,23.9,21.6,82.5,1010.9,17,1010.9,25.1,20.7,15.41,434,95.8,0,0,0,23.8,2.3,1.174,
Z1-2,June 30,180,8:24 PM,10:14 PM,110,,23.8,21.6,82.3,1010.9,17,1010.9,25,20.6,15.31,430,95.9,1,1.2,0,23.8,2.2,1.175,
Z1-2,June 30,180,8:24 PM,10:29 PM,125,,23.5,21.1,81.6,1010.9,17,1010.9,24.5,20.1,14.85,416,96,0,0,0,23.4,2.4,1.176,
Z1-3,June 30,180,8:24 PM,8:24 PM,0,,25.9,21.5,68.2,1010.4,22,1010.4,27.2,19.6,14.36,502,95.2,0,0,0,25.9,4.4,1.166,
Z1-3,June 30,180,8:24 PM,8:39 PM,15,,25.7,21.8,71.7,1010.5,20,1010.5,27.2,20.2,14.95,499,95.2,0,0,0,25.7,3.9,1.167,
Z1-3,June 30,180,8:24 PM,8:54 PM,30,,25.1,21.7,74.3,1010.5,21,1010.5,26.3,20.2,14.94,478,95.4,0,0,0,25.1,3.4,1.169,
Z1-3,June 30,180,8:24 PM,9:09 PM,45,,24.7,21.7,77.4,1010.8,19,1010.8,25.6,20.5,15.18,461,95.6,3,2.1,0,24.6,3,1.171,
Z1-3,June 30,180,8:24 PM,9:24 PM,60,,24.1,21.4,79.2,1010.9,18,1010.9,25.1,20.2,14.95,438,95.8,0,0,0,24,2.7,1.174,
Z1-3,June 30,180,8:24 PM,9:39 PM,75,,24.3,21.6,79,1011,17,1011,25.4,20.5,15.16,447,95.7,0,0,0,24.3,2.7,1.173,
Z1-3,June 30,180,8:24 PM,9:54 PM,90,,24.1,21.6,80.8,1011,17,1011,25.3,20.6,15.33,441,95.8,0,0,0,24.1,2.5,1.173,
Z1-3,June 30,180,8:24 PM,10:09 PM,105,,24,21.7,81.7,1011.8,10,1011.8,25.2,20.7,15.36,429,95.9,0,0,0,24,2.3,1.175,
Z1-3,June 30,180,8:24 PM,10:24 PM,120,,24.1,21.8,82.5,1011,17,1011,25.3,20.9,15.58,441,95.8,0,0,0,24,2.2,1.173,
Z2-1,June 30,180,8:24 PM,8:34 PM,10,10.77,24.5,21.2,75,1002.7,85,1002.7,25.3,19.8,14.66,535,94.9,0,0,0,24.5,3.3,1.163,
Z2-1,June 30,180,8:24 PM,8:49 PM,25,13.36,24.1,21.1,76.9,1002.7,85,1002.7,25.1,19.8,14.67,522,95,0,0,0,24.1,3,1.164,
Z2-1,June 30,180,8:24 PM,9:04 PM,40,16.21,24.2,21.4,78.5,1002.9,83,1002.9,25.1,20.2,15.02,523,95,0,0,0,24.1,2.8,1.164,
Z2-1,June 30,180,8:24 PM,9:19 PM,55,18.28,23.8,21.3,80.5,1003.1,82,1003.2,24.8,20.2,15.05,508,95.2,0,0,0,23.7,2.5,1.166,
Z2-1,June 30,180,8:24 PM,9:34 PM,70,18.91,23.6,21.2,80.6,1003.2,81,1003.2,24.7,20.1,14.96,502,95.2,0,0,0,23.6,2.5,1.166,
Z2-1,June 30,180,8:24 PM,9:49 PM,85,19.49,23.3,22.5,93.6,1003.1,82,1003.1,24.8,22.2,17.05,504,95.2,0,0,0,23.2,0.8,1.166,
Z2-1,June 30,180,8:24 PM,10:04 PM,100,19.35,23.4,20.9,80.8,1002.9,84,1002.9,24.5,19.9,14.79,496,95.3,0,0,0,23.4,2.5,1.167,
Z2-1,June 30,180,8:24 PM,10:19 PM,115,19.29,23.2,21.4,85.1,1003.3,81,1003.3,24.4,20.6,15.38,488,95.3,0,0,0,23.2,1.8,1.168,
Z2-1,June 30,180,8:24 PM,10:34 PM,130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Z2-2,June 30,180,8:24 PM,8:29 PM,5,9.09,24.6,21.4,75.7,1002.4,88,1002.4,25.5,20.1,14.91,544,94.8,0,0,0,24.6,3.2,1.162,
Z2-2,June 30,180,8:24 PM,8:44 PM,20,11.97,24.3,21.4,77.5,1002.7,86,1002.7,25.3,20.2,15,532,94.9,0,0,0,24.3,2.9,1.163,
Z2-2,June 30,180,8:24 PM,8:59 PM,35,14.46,24.2,21.7,80,1002.7,86,1002.7,25.4,20.6,15.41,530,95,0,0,0,24.2,2.5,1.163,
Z2-2,June 30,180,8:24 PM,9:14 PM,50,17.08,24.1,21.7,81.4,1002.7,85,1002.7,25.3,20.7,15.53,526,95,0,0,0,24.1,2.4,1.164,
Z2-2,June 30,180,8:24 PM,9:29 PM,65,18.3,23.9,21.4,80.8,1003.1,82,1003.1,25,20.4,15.19,512,95.1,0,0,0,23.8,2.5,1.165,
Z2-2,June 30,180,8:24 PM,9:44 PM,80,18.98,23.7,21.8,85.4,1003.2,81,1003.2,24.9,21.1,15.88,508,95.2,0,0,0,23.6,1.9,1.166,
Z2-2,June 30,180,8:24 PM,9:59 PM,95,19.36,23.6,21.7,83.8,1003.1,82,1003.1,24.9,20.8,15.5,507,95.2,0,0,0,23.6,1.9,1.166,
Z2-2,June 30,180,8:24 PM,10:14 PM,110,18.82,23.8,21.6,82.4,1003.2,81,1003.3,24.9,20.6,15.41,509,95.2,2,1.9,0,23.7,2.2,1.166,
Z2-2,June 30,180,8:24 PM,10:29 PM,125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Z2-3,June 30,180,8:24 PM,8:24 PM,0,9.51,25.2,21.6,73.5,1002.9,83,1002.9,26.2,20.1,14.92,556,94.7,0,0,0,25.1,3.6,1.16,
Z2-3,June 30,180,8:24 PM,8:39 PM,15,10.66,24.1,21,76,1002.9,84,1002.9,25,19.6,14.49,518,95.1,0,0,0,24.1,3.1,1.165,
Z2-3,June 30,180,8:24 PM,8:54 PM,30,13.27,24.1,21.4,79,1002.9,84,1002.9,25.2,20.2,15.07,521,95,0,0,0,24.1,2.7,1.164,
Z2-3,June 30,180,8:24 PM,9:09 PM,45,16,23.7,21,79.1,1003.2,81,1003.2,24.7,19.9,14.75,504,95.2,0,0,0,23.7,2.7,1.166,
Z2-3,June 30,180,8:24 PM,9:24 PM,60,17.73,23.8,21.3,81,1003.4,80,1003.4,24.8,20.3,15.16,506,95.2,0,0,0,23.7,2.5,1.166,
Z2-3,June 30,180,8:24 PM,9:39 PM,75,19.02,23.9,21.9,83.9,1003.4,80,1003.4,25.3,21,15.84,515,95.1,0,0,0,23.9,2,1.165,
Z2-3,June 30,180,8:24 PM,9:54 PM,90,18.22,23.6,21.5,84.1,1003.3,80,1003.3,24.8,20.7,15.55,502,95.2,0,0,0,23.5,2.1,1.166,
Z2-3,June 30,180,8:24 PM,10:09 PM,105,19.23,23.4,22.3,90.7,1003.5,79,1003.5,24.9,21.8,16.6,500,95.2,0,0,0,23.3,1.1,1.167,
Z2-3,June 30,180,8:24 PM,10:24 PM,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Z3-1,June 30,180,8:24 PM,8:34 PM,10,10.93,24.8,21.7,76.5,1007.2,48,1007.2,25.9,20.4,15.18,503,95.2,0,0,0,24.8,3.1,1.166,
Z3-1,June 30,180,8:24 PM,8:49 PM,25,13.81,24.7,22.4,82.5,1007.2,48,1007.2,26,21.5,16.25,505,95.2,1,1.2,0,24.6,2.3,1.166,
Z3-1,June 30,180,8:24 PM,9:04 PM,40,16.72,24.8,22.6,83.8,1007.5,45,1007.5,26.3,21.8,16.58,506,95.2,0,0,0,24.7,2.1,1.166,
Z3-1,June 30,180,8:24 PM,9:19 PM,55,18.87,24.2,22.3,85,1007.6,44,1007.6,25.7,21.5,16.28,484,95.4,0,0,0,24.2,1.9,1.169,
Z3-1,June 30,180,8:24 PM,9:34 PM,70,19.4,24.3,22,82,1007.7,44,1007.7,25.7,21.1,15.79,485,95.4,0,0,0,24.3,2.3,1.168,
Z3-1,June 30,180,8:24 PM,9:49 PM,85,19.49,23.5,22,88.1,1007.8,43,1007.8,24.8,21.4,16.13,456,95.6,0,0,0,23.4,1.5,1.172,
Z3-1,June 30,180,8:24 PM,10:04 PM,100,19.51,23.5,21.3,82.3,1007.6,44,1007.6,24.5,20.3,15.04,451,95.7,0,0,0,23.4,2.2,1.172,
Z3-1,June 30,180,8:24 PM,10:19 PM,115,19.7,23.5,21.9,87.1,1007.8,43,1007.8,24.8,21.2,15.95,454,95.7,1,1.3,0,23.4,1.6,1.172,
Z3-1,June 30,180,8:24 PM,10:34 PM,130,19.75,23.7,22.3,88.8,1007.8,43,1007.8,25.3,21.8,16.49,466,95.5,0,0,0,23.7,1.4,1.171,
Z3-2,June 30,180,8:24 PM,8:29 PM,5,10.48,25.1,22.1,77.8,1007.4,47,1007.4,26.3,20.9,15.65,513,95.1,0,0,0,25,3,1.165,
Z3-2,June 30,180,8:24 PM,8:44 PM,20,12.64,24.6,21.7,78,1007.4,47,1007.4,25.6,20.5,15.26,493,95.3,0,0,0,24.5,2.9,1.168,
Z3-2,June 30,180,8:24 PM,8:59 PM,35,15.37,24.3,21.9,81.5,1007.5,46,1007.5,25.4,20.9,15.67,485,95.4,0,0,0,24.2,2.4,1.168,
Z3-2,June 30,180,8:24 PM,9:14 PM,50,18.01,24.4,21.9,81.2,1007.6,45,1007.6,25.6,20.9,15.69,486,95.4,0,0,0,24.3,2.5,1.168,
Z3-2,June 30,180,8:24 PM,9:29 PM,65,19.22,24.3,22.1,83.3,1007.4,47,1007.4,25.6,21.3,16,486,95.4,0,0,0,24.2,2.2,1.168,
Z3-2,June 30,180,8:24 PM,9:44 PM,80,19.73,24.1,21.7,81.6,1007.8,43,1007.8,25.2,20.7,15.49,473,95.5,0,0,0,24,2.4,1.17,
Z3-2,June 30,180,8:24 PM,9:59 PM,95,19.74,23.8,22.3,88.3,1007.8,44,1007.8,25.2,21.7,16.47,467,95.5,0,0,0,23.7,1.5,1.17,
Z3-2,June 30,180,8:24 PM,10:14 PM,110,19.92,23.9,21.9,84.7,1007.9,43,1007.9,25.2,21.1,15.86,467,95.5,0,0,0,23.8,2,1.17,
Z3-2,June 30,180,8:24 PM,10:29 PM,125,19.69,23.5,21.7,85.8,1007.8,43,1007.8,24.7,21,15.71,454,95.7,0,0,0,23.4,1.8,1.172,
Z3-3,June 30,180,8:24 PM,8:24 PM,0,10.36,25.4,21.9,74.5,1007,49,1007,26.7,20.5,15.26,524,95,0,0,0,25.3,3.5,1.164,
Z3-3,June 30,180,8:24 PM,8:39 PM,15,12.47,24.6,21.7,77.8,1007,49,1007,25.7,20.5,15.27,499,95.2,0,0,0,24.6,2.9,1.167,
Z3-3,June 30,180,8:24 PM,8:54 PM,30,14.58,24.1,21.4,79.2,1007.1,48,1007.1,25.2,20.3,15.04,478,95.4,2,1.6,0,24.1,2.7,1.169,
Z3-3,June 30,180,8:24 PM,9:09 PM,45,17.33,24.3,21.7,79.9,1007.3,47,1007.3,25.5,20.6,15.35,485,95.4,0,0,0,24.3,2.6,1.168,
Z3-3,June 30,180,8:24 PM,9:24 PM,60,18.97,24.4,21.8,79.6,1007.4,46,1007.4,25.6,20.7,15.45,490,95.3,0,0,0,24.4,2.6,1.168,
Z3-3,June 30,180,8:24 PM,9:39 PM,75,19.21,24.3,21.8,80.9,1007.4,46,1007.4,25.4,20.8,15.54,484,95.4,0,0,0,24.2,2.5,1.169,
Z3-3,June 30,180,8:24 PM,9:54 PM,90,19.31,23.7,21.9,85,1007.5,45,1007.5,25.1,21.1,15.81,466,95.5,2,1.4,0,23.7,1.8,1.171,
Z3-3,June 30,180,8:24 PM,10:09 PM,105,19.41,23.8,21.9,84.8,1007.6,44,1007.6,25.1,21.1,15.81,466,95.5,0,0,0,23.7,1.9,1.171,
Z3-3,June 30,180,8:24 PM,10:24 PM,120,19.46,23.4,21.8,86.6,1007.7,44,1007.7,24.8,21.1,15.81,454,95.7,0,0,0,23.4,1.6,1.172,
S1-1,July 2,182,8:24 PM,8:34 PM,10,10.97,25.1,22.2,78.2,1004.2,74,1004.2,26.4,21,15.83,547,94.8,2,1.4,0,25,2.9,1.161,
S1-1,July 2,182,8:24 PM,8:49 PM,25,13.7,24.9,22.2,79.8,1004.1,74,1004.1,26.2,21.1,15.94,541,94.9,0,0,0,24.8,2.7,1.162,
S1-1,July 2,182,8:24 PM,9:04 PM,40,16.61,24.7,22.6,84.1,1004.3,73,1004.3,26.1,21.8,16.63,537,94.9,0,0,0,24.6,2.1,1.163,
S1-1,July 2,182,8:24 PM,9:19 PM,55,18.63,23.9,21.9,83.9,1004.3,73,1004.3,25.1,21,15.76,503,95.2,0,0,0,23.8,1.9,1.166,
S1-1,July 2,182,8:24 PM,9:34 PM,70,19.35,23.8,21.8,84.2,1004.3,73,1004.3,25.1,21,15.81,502,95.2,0,0,0,23.8,2,1.166,
S1-1,July 2,182,8:24 PM,9:49 PM,85,19.36,23.7,22.2,88.7,1004.3,72,1004.3,25.2,21.7,16.46,499,95.2,0,1.3,0,23.6,1.4,1.167,
S1-1,July 2,182,8:24 PM,10:04 PM,100,19.52,23.8,22.3,88.1,1004.3,72,1004.3,25.4,21.7,16.51,505,95.2,0,0,0,23.8,1.5,1.166,
S1-1,July 2,182,8:24 PM,10:19 PM,115,19.52,23.3,22.1,90.2,1004.3,72,1004.3,24.9,21.6,16.43,489,95.3,0,0,0,23.3,1.2,1.168,
S1-1,July 2,182,8:24 PM,10:34 PM,130,19.78,22.8,21.5,89.7,1004.3,73,1004.3,24,21,15.76,465,95.6,0,0,0,22.7,1.3,1.171,
S1-2,July 2,182,8:24 PM,8:29 PM,5,9.44,24.9,22.3,80.6,1003.9,75,1003.9,26.3,21.3,16.13,545,94.8,2,1.4,0,24.8,2.6,1.162,
S1-2,July 2,182,8:24 PM,8:44 PM,20,12.7,24.8,22.3,80.4,1003.9,75,1003.9,26,21.2,15.99,540,94.9,0,0,0,24.7,2.5,1.162,
S1-2,July 2,182,8:24 PM,8:59 PM,35,15.73,24.4,22.1,81.7,1003.9,75,1003.9,25.7,21.1,15.88,527,95,2,1.4,0,24.4,2.3,1.164,
S1-2,July 2,182,8:24 PM,9:14 PM,50,17.78,24.1,22,83.6,1004.1,74,1004.1,25.4,21.1,15.93,514,95.1,0,0,0,24,2.1,1.165,
S1-2,July 2,182,8:24 PM,9:29 PM,65,18.65,23.8,22,85.9,1004,75,1004,25.2,21.3,16.11,506,95.2,1,1.2,0,23.8,1.8,1.166,
S1-2,July 2,182,8:24 PM,9:44 PM,80,18.83,23.5,21.8,86.4,1004.1,74,1004.1,24.9,21.1,15.91,493,95.3,1,1.1,0,23.5,1.7,1.168,
S1-2,July 2,182,8:24 PM,9:59 PM,95,18.51,23.2,21.7,88,1004,74,1004,24.5,21.1,15.89,484,95.4,0,0,0,23.1,1.5,1.169,
S1-2,July 2,182,8:24 PM,10:14 PM,110,18.61,22.9,21.4,88,1004.1,74,1004.1,24.2,20.8,15.61,471,95.5,2,1.4,0,22.9,1.5,1.17,
S1-2,July 2,182,8:24 PM,10:29 PM,125,18.63,23.1,21.8,89,1004.1,74,1004.1,24.4,21.1,15.95,478,95.4,2,1.4,0,23,1.2,1.169,
S1-3,July 2,182,8:24 PM,8:24 PM,0,9.38,24.5,22.2,81.8,1003.2,82,1003.2,25.8,21.2,16.03,539,94.9,0,0,0,24.5,2.3,1.162,
S1-3,July 2,182,8:24 PM,8:39 PM,15,11.45,24.8,22.3,80.8,1003.2,82,1003.2,26.1,21.3,16.07,548,94.8,0,0,0,24.7,2.5,1.161,
S1-3,July 2,182,8:24 PM,8:54 PM,30,14.25,24.2,21.9,82,1003.3,81,1003.3,25.5,20.9,15.75,525,95,2,1.7,0,24.2,2.3,1.164,
S1-3,July 2,182,8:24 PM,9:09 PM,45,16.94,24.1,21.7,81.4,1003.4,80,1003.4,25.3,20.7,15.54,519,95.1,0,0,0,24.1,2.4,1.165,
S1-3,July 2,182,8:24 PM,9:24 PM,60,18.58,23.6,21.7,84.6,1003.4,80,1003.4,24.9,20.9,15.71,505,95.2,0,0,0,23.6,1.9,1.166,
